"지표 ID","지표 이름","지표 단위","IPCC대분류","IPCC소분류","국내대책 대분류","국내대책 세분류","원시자료ID","원시자료명","원시자료 정보형태","원시자료 보유 기관명","원시자료 보유 부서명","제공 시스템명","원시자료 정보위치","원시자료 URL","원시자료 서비스 구분","원시자료 제공 단위","원시자료 구축범위","원시자료 파일 포맷","원시자료 축척-해상도","원시자료 구축연도","원시자료_설명","원시자료_키워드","원시자료_업데이트 주기","원시자료_언어","담당자명","담당자 전화번호","담당자 전자우편주소","제3자 권리","이용허락범위","비용부과기준","시간범위_시점","시간범위_종점","좌표계-기준계식별자","좌표계-기준계 명칭","좌표계-타원체","좌표계-도법","좌표계-원점","비고"
"AA020","일 강수량이 1mm 이상인 날의 횟수","회","적응","적응계획 및 이행","감시예측","강수량","R0111162","일 강수량","RASTER","기상청","기후정책과","기후변화정보센터","http://www.climate.go.kr/","http://ccs.climate.go.kr/personal_RCP/sk_step1.php","온라인(로그인)","격자","전국","ESRI ASCII GRID","1km","2013년","기상청에서 보유한 일 강수량 데이터로 ESRI ASCII GRID 자료포맷의 RASTER 형태로 구축되어 있다.","감시예측, 강수량, 일 강수량","일간","영어","조리나","02-2181-0457","clpol@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","2016","2100","세계측지계","경위도 좌표계","WSG84","-","-","미래예측 자료는 기후변화정보센터에서 제공하는 것을 사용"
"AA021","일 강수량이 10mm 이상인 날의 횟수","회","적응","적응계획 및 이행","감시예측","강수량","R0114162","일 강수량","통계표","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/observation/past_table.jsp?stn=108&yy=2013&obs=21&x=5&y=6","온라인(비로그인)","관측지점","전국","XLS","-","1960년~2015년","기상청에서 보유한 일 강수량 데이터로 XLS 자료포맷의 통계표 형태로 구축되어 있다.","감시예측, 강수량, 일 강수량","일간","한국어+영어","김덕완","02-2181-0233","kmares@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료는 기상청 홈페이지에서 제공하는 것을 사용"
"AA021","일 강수량이 10mm 이상인 날의 횟수","회","적응","적응계획 및 이행","감시예측","강수량","R0111162","일 강수량","RASTER","기상청","기후정책과","기후변화정보센터","http://www.climate.go.kr/","http://ccs.climate.go.kr/personal_RCP/sk_step1.php","온라인(로그인)","격자","전국","ESRI ASCII GRID","1km","2013년","기상청에서 보유한 일 강수량 데이터로 ESRI ASCII GRID 자료포맷의 RASTER 형태로 구축되어 있다.","감시예측, 강수량, 일 강수량","일간","영어","조리나","02-2181-0457","clpol@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","2016","2100","세계측지계","경위도 좌표계","WSG84","-","-","미래예측 자료는 기후변화정보센터에서 제공하는 것을 사용"
"AA022","일 강수량이 20mm 이상인 날의 횟수","회","적응","적응계획 및 이행","감시예측","강수량","R0114162","일 강수량","통계표","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/observation/past_table.jsp?stn=108&yy=2013&obs=21&x=5&y=6","온라인(비로그인)","관측지점","전국","XLS","-","1960년~2015년","기상청에서 보유한 일 강수량 데이터로 XLS 자료포맷의 통계표 형태로 구축되어 있다.","감시예측, 강수량, 일 강수량","일간","한국어+영어","김덕완","02-2181-0233","kmares@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료는 기상청 홈페이지에서 제공하는 것을 사용"
"AA022","일 강수량이 20mm 이상인 날의 횟수","회","적응","적응계획 및 이행","감시예측","강수량","R0111162","일 강수량","RASTER","기상청","기후정책과","기후변화정보센터","http://www.climate.go.kr/","http://ccs.climate.go.kr/personal_RCP/sk_step1.php","온라인(로그인)","격자","전국","ESRI ASCII GRID","1km","2013년","기상청에서 보유한 일 강수량 데이터로 ESRI ASCII GRID 자료포맷의 RASTER 형태로 구축되어 있다.","감시예측, 강수량, 일 강수량","일간","영어","조리나","02-2181-0457","clpol@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","2016","2100","세계측지계","경위도 좌표계","WSG84","-","-","미래예측 자료는 기후변화정보센터에서 제공하는 것을 사용"
"AA023","일 강수량이 50mm 이상인 날의 횟수","회","적응","적응계획 및 이행","감시예측","강수량","R0114162","일 강수량","통계표","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/observation/past_table.jsp?stn=108&yy=2013&obs=21&x=5&y=6","온라인(비로그인)","관측지점","전국","XLS","-","1960년~2015년","기상청에서 보유한 일 강수량 데이터로 XLS 자료포맷의 통계표 형태로 구축되어 있다.","감시예측, 강수량, 일 강수량","일간","한국어+영어","김덕완","02-2181-0233","kmares@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료는 기상청 홈페이지에서 제공하는 것을 사용"
"AA023","일 강수량이 50mm 이상인 날의 횟수","회","적응","적응계획 및 이행","감시예측","강수량","R0111162","일 강수량","RASTER","기상청","기후정책과","기후변화정보센터","http://www.climate.go.kr/","http://ccs.climate.go.kr/personal_RCP/sk_step1.php","온라인(로그인)","격자","전국","ESRI ASCII GRID","1km","2013년","기상청에서 보유한 일 강수량 데이터로 ESRI ASCII GRID 자료포맷의 RASTER 형태로 구축되어 있다.","감시예측, 강수량, 일 강수량","일간","영어","조리나","02-2181-0457","clpol@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","2016","2100","세계측지계","경위도 좌표계","WSG84","-","-","미래예측 자료는 기후변화정보센터에서 제공하는 것을 사용"
"AA024","일 강수량이 80mm 이상인 날의 횟수","회","적응","적응계획 및 이행","감시예측","강수량","R0114162","일 강수량","통계표","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/observation/past_table.jsp?stn=108&yy=2013&obs=21&x=5&y=6","온라인(비로그인)","관측지점","전국","XLS","-","1960년~2015년","기상청에서 보유한 일 강수량 데이터로 XLS 자료포맷의 통계표 형태로 구축되어 있다.","감시예측, 강수량, 일 강수량","일간","한국어+영어","김덕완","02-2181-0233","kmares@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료는 기상청 홈페이지에서 제공하는 것을 사용"
"AA024","일 강수량이 80mm 이상인 날의 횟수","회","적응","적응계획 및 이행","감시예측","강수량","R0111301","호우일수","RASTER","기상청","기후정책과","기후변화정보센터","http://www.climate.go.kr/","http://ccs.climate.go.kr/personal_RCP/cmapp_step1.php","온라인(로그인)","격자","전국","ESRI ASCII GRID","1km","2013년","기상청에서 보유한 호우일수 데이터로 ESRI ASCII GRID 자료포맷의 RASTER 형태로 구축되어 있다.","감시예측, 강수량, 호우일수","일간","영어","조리나","02-2181-0457","clpol@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","2016","2100","세계측지계","경위도 좌표계","WSG84","-","-","미래예측 자료는 기후변화정보센터에서 제공하는 것을 사용"
"AA025","일 강수량이 150mm 이상인 날의 횟수","회","적응","적응계획 및 이행","감시예측","강수량","R0114162","일 강수량","통계표","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/observation/past_table.jsp?stn=108&yy=2013&obs=21&x=5&y=6","온라인(비로그인)","관측지점","전국","XLS","-","1960년~2015년","기상청에서 보유한 일 강수량 데이터로 XLS 자료포맷의 통계표 형태로 구축되어 있다.","감시예측, 강수량, 일 강수량","일간","한국어+영어","김덕완","02-2181-0233","kmares@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료는 기상청 홈페이지에서 제공하는 것을 사용"
"AA025","일 강수량이 150mm 이상인 날의 횟수","회","적응","적응계획 및 이행","감시예측","강수량","R0111162","일 강수량","RASTER","기상청","기후정책과","기후변화정보센터","http://www.climate.go.kr/","http://ccs.climate.go.kr/personal_RCP/sk_step1.php","온라인(로그인)","격자","전국","ESRI ASCII GRID","1km","2013년","기상청에서 보유한 일 강수량 데이터로 ESRI ASCII GRID 자료포맷의 RASTER 형태로 구축되어 있다.","감시예측, 강수량, 일 강수량","일간","영어","조리나","02-2181-0457","clpol@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","2016","2100","세계측지계","경위도 좌표계","WSG84","-","-","미래예측 자료는 기후변화정보센터에서 제공하는 것을 사용"
"AA026","일 강수량이 160mm 이상인 날의 횟수","회","적응","적응계획 및 이행","감시예측","강수량","R0114162","일 강수량","통계표","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/observation/past_table.jsp?stn=108&yy=2013&obs=21&x=5&y=6","온라인(비로그인)","관측지점","전국","XLS","-","1960년~2015년","기상청에서 보유한 일 강수량 데이터로 XLS 자료포맷의 통계표 형태로 구축되어 있다.","감시예측, 강수량, 일 강수량","일간","한국어+영어","김덕완","02-2181-0233","kmares@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료는 기상청 홈페이지에서 제공하는 것을 사용"
"AA026","일 강수량이 160mm 이상인 날의 횟수","회","적응","적응계획 및 이행","감시예측","강수량","R0111162","일 강수량","RASTER","기상청","기후정책과","기후변화정보센터","http://www.climate.go.kr/","http://ccs.climate.go.kr/personal_RCP/sk_step1.php","온라인(로그인)","격자","전국","ESRI ASCII GRID","1km","2013년","기상청에서 보유한 일 강수량 데이터로 ESRI ASCII GRID 자료포맷의 RASTER 형태로 구축되어 있다.","감시예측, 강수량, 일 강수량","일간","영어","조리나","02-2181-0457","clpol@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","2016","2100","세계측지계","경위도 좌표계","WSG84","-","-","미래예측 자료는 기후변화정보센터에서 제공하는 것을 사용"
"AA027","일 강수량이 250.1mm 이상인 날의 횟수","회","적응","적응계획 및 이행","감시예측","강수량","R0114162","일 강수량","통계표","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/observation/past_table.jsp?stn=108&yy=2013&obs=21&x=5&y=6","온라인(비로그인)","관측지점","전국","XLS","-","1960년~2015년","기상청에서 보유한 일 강수량 데이터로 XLS 자료포맷의 통계표 형태로 구축되어 있다.","감시예측, 강수량, 일 강수량","일간","한국어+영어","김덕완","02-2181-0233","kmares@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료는 기상청 홈페이지에서 제공하는 것을 사용"
"AA027","일 강수량이 250.1mm 이상인 날의 횟수","회","적응","적응계획 및 이행","감시예측","강수량","R0111162","일 강수량","RASTER","기상청","기후정책과","기후변화정보센터","http://www.climate.go.kr/","http://ccs.climate.go.kr/personal_RCP/sk_step1.php","온라인(로그인)","격자","전국","ESRI ASCII GRID","1km","2013년","기상청에서 보유한 일 강수량 데이터로 ESRI ASCII GRID 자료포맷의 RASTER 형태로 구축되어 있다.","감시예측, 강수량, 일 강수량","일간","영어","조리나","02-2181-0457","clpol@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","2016","2100","세계측지계","경위도 좌표계","WSG84","-","-","미래예측 자료는 기후변화정보센터에서 제공하는 것을 사용"
"AA028","일 강수량이 301.1mm 이상인 날의 횟수","회","적응","적응계획 및 이행","감시예측","강수량","R0114162","일 강수량","통계표","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/observation/past_table.jsp?stn=108&yy=2013&obs=21&x=5&y=6","온라인(비로그인)","관측지점","전국","XLS","-","1960년~2015년","기상청에서 보유한 일 강수량 데이터로 XLS 자료포맷의 통계표 형태로 구축되어 있다.","감시예측, 강수량, 일 강수량","일간","한국어+영어","김덕완","02-2181-0233","kmares@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료는 기상청 홈페이지에서 제공하는 것을 사용"
"AA028","일 강수량이 301.1mm 이상인 날의 횟수","회","적응","적응계획 및 이행","감시예측","강수량","R0111162","일 강수량","RASTER","기상청","기후정책과","기후변화정보센터","http://www.climate.go.kr/","http://ccs.climate.go.kr/personal_RCP/sk_step1.php","온라인(로그인)","격자","전국","ESRI ASCII GRID","1km","2013년","기상청에서 보유한 일 강수량 데이터로 ESRI ASCII GRID 자료포맷의 RASTER 형태로 구축되어 있다.","감시예측, 강수량, 일 강수량","일간","영어","조리나","02-2181-0457","clpol@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","2016","2100","세계측지계","경위도 좌표계","WSG84","-","-","미래예측 자료는 기후변화정보센터에서 제공하는 것을 사용"
